position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
37,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",M_UDaOIjpNU,2025-02-25T18:28:10Z,"2025-02-25 18:28:10","Growing Together: How Team Culture Shapes a Career in Healthcare #shorts","In this inspiring interview, Kia R., a Senior Director at UCLA Health, shares how their incredible team culture has shaped her career. She highlights how patient care is a shared responsibility—no single person can do it alone. Through teamwork across all levels, the organization fosters growth, development, and a true sense of community. https://bit.ly/3YJQMeP #Teamwork #HealthcareCareers #CareerGrowth",,28,"Science & Technology",Health,PT49S,49,2d,hd,false,,en-US,https://i.ytimg.com/vi/M_UDaOIjpNU/maxresdefault.jpg,,,,,45,1,,0,
38,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",geFRUMajAek,2025-02-25T18:25:16Z,"2025-02-25 18:25:16","The Power of Teamwork in Nursing: ""I'm Never Alone"" #shorts","In this heartfelt interview, Casey G. shares how her close-knit team makes her a better nurse every day. No matter how tough the shift gets, she knows she’s never alone. Her team works together, supports one another, and always gets the job done—making their workplace truly special. Want to thrive in a team like this? Join us at UCLA Health! https://bit.ly/3YJQMeP #Nursing #Teamwork #HealthcareCareers",,28,"Science & Technology",Health,PT30S,30,2d,hd,false,,en-US,https://i.ytimg.com/vi/geFRUMajAek/maxresdefault.jpg,,,,,70,2,,0,
39,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",s063b8I609w,2025-02-25T18:22:19Z,"2025-02-25 18:22:19","Advancing My Nursing Career: Support & Growth at UCLA Health #shorts","Juan V. shares how working at UCLA Health has helped him advance his nursing career. With plenty of growth opportunities, classes, and resources, the organization provides the support nurses need to succeed. As a CN II applying to become a CN III, he explains how management and experienced CN IIIs have guided him every step of the way. #NursingCareers https://bit.ly/3YJQMeP #CareerGrowth #supportiveworkplace",,28,"Science & Technology",Health,PT36S,36,2d,hd,false,,en-US,https://i.ytimg.com/vi/s063b8I609w/maxresdefault.jpg,,,,,38,3,,0,
40,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",NNGfd3IoiMQ,2025-02-25T17:58:04Z,"2025-02-25 17:58:04","The Leadership Journey: How UCLA Fuels Career Growth #shorts","In this interview, Dr. Shadi, an assistant medical director, shares how UCLA has supported her career development. From taking on administrative and leadership roles to becoming the Immediate Care Lead Physician, she discusses her journey and the opportunities that have helped her grow. Over the past year, she has expanded her leadership experience, proving that the organization truly invests in its people. https://bit.ly/3YJQMeP #UCLAHealth #CareerGrowth #HealthcareLeadership",,28,"Science & Technology",Health,PT31S,31,2d,hd,false,,en-US,https://i.ytimg.com/vi/NNGfd3IoiMQ/maxresdefault.jpg,,,,,48,0,,0,
41,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",6YDd_YE7tjw,2025-02-25T17:55:41Z,"2025-02-25 17:55:41","24 Years of Growth: Chuck's Nursing Journey at UCLA Health #shorts","Chuck D. shares his incredible 24-year journey with UCLA. Starting as a traveling nurse in California in 2000, he quickly found a home within the organization and never looked back. From working on the floor to assisting in management and now serving as a break relief nurse, he has embraced every opportunity for growth. He credits his career success to the unwavering encouragement and support of UCLA Health. https://bit.ly/3YJQMeP #NursingCareer #CareerGrowth #UCLAHealthCareers",,28,"Science & Technology",Health,PT49S,49,2d,hd,false,,en-US,https://i.ytimg.com/vi/6YDd_YE7tjw/maxresdefault.jpg,,,,,52,1,,0,
42,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",N90JBYQ2b3Y,2025-02-25T17:52:43Z,"2025-02-25 17:52:43","Nursing Chose Me: A Senior LVN's Career Journey #shorts","In this heartfelt interview, Talia G., a Senior LVN, shares how her nursing career began—unexpectedly! She never planned on becoming a nurse, but with a little encouragement from a friend, she decided to give it a shot. The moment she started, she fell in love with the profession. Now, after years at UCLA Health, she knows this is exactly where she’s meant to be. Discover your passion at UCLA! https://bit.ly/3YJQMeP #NursingJourney #CareerPath #HealthcareHeroes",,28,"Science & Technology","Health,Knowledge",PT48S,48,2d,hd,false,,en-US,https://i.ytimg.com/vi/N90JBYQ2b3Y/maxresdefault.jpg,,,,,44,0,,0,
43,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",GzXZ7tG8dPI,2025-02-19T21:15:00Z,"2025-02-19 21:15:00","Essential Support for Nurses: Resources for Patient Safety at UCLA Health","In this insightful interview, Angeli G. discusses the vital resources available to support nurses, including the lift team and break relief nurses, all aimed at enhancing patient safety. She emphasizes the importance of nurse support and how these resources contribute to a safer, more effective work environment. Join us to learn more about the strategies in place that empower nurses and ensure quality care for patients. https://bit.ly/3YJQMeP #UCLAHealth #NurseSupport #PatientSafety","nurse,nurses,rn,patient safety,nurse jobs,nurse careers,rn jobs",28,"Science & Technology","Health,Society",PT1M7S,67,2d,hd,false,,en-US,https://i.ytimg.com/vi/GzXZ7tG8dPI/maxresdefault.jpg,,"Ronald Reagan UCLA Medical Center",34.066399,-118.446351,1192,9,,0,
44,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",MQ5IApl1TLA,2025-02-18T22:22:50Z,"2025-02-18 22:22:50","13 Years of Growth: A Nurse's Career Growth Journey","Bianca M. reflects on her 13-year journey at UCLA Health and how her nursing career has evolved. Starting as a float care partner, she has embraced countless opportunities for growth, ultimately becoming a backup charge nurse. She shares her excitement about joining the unit council, highlighting the supportive environment that fosters professional development. Grow your nursing career at UCLA Health: https://bit.ly/3YJQMeP #UCLACareers #NursingCareers #CareerGrowth","nurse,charge nurse,rn,nursing career,nurse jobs,rn jobs",28,"Science & Technology","Health,Knowledge",PT46S,46,2d,hd,false,,en-US,https://i.ytimg.com/vi/MQ5IApl1TLA/maxresdefault.jpg,,,,,148,5,,0,
45,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",wOsfo9C1xTA,2025-02-18T22:19:28Z,"2025-02-18 22:19:28","Choosing the Best: Why I Built My Nursing Career at UCLA Health","In this interview, Christina W., RN, shares her journey from travel nursing to building a career at UCLA Health. After taking a travel assignment at UCLA-Ronald Reagan, she fell in love with the environment and values. After exploring other opportunities, she decided to return, convinced that this is the best place she's worked. She highlights UCLA's commitment to patient care and evidence-based practice, noting the clear pathways for career growth. Take the next step in your nursing career at UCLA Health: https://bit.ly/3YJQMeP #UCLAHealth #NursingCareer #PatientCare","nurse,travel nurse,travel nursing,nurse jobs,nurse careers,rn jobs,rn careers",28,"Science & Technology","Health,Knowledge",PT50S,50,2d,hd,false,,en-US,https://i.ytimg.com/vi/wOsfo9C1xTA/maxresdefault.jpg,,,,,161,4,,0,
46,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",rm67v5vy4Kk,2025-02-18T22:14:58Z,"2025-02-18 22:14:58","Building a Nursing Career: A New Grad's Journey at UCLA Health","Deborah S. shares her journey over the past three years at UCLA, transitioning from a nursing student to a clinical care partner, and now a registered nurse nearing the completion of the new grad program. She discusses the comprehensive new grad residency program, which includes hands-on training and online classes, culminating in an evidence-based practice project after six months. When asked why she chose to start her career at UCLA Health, she emphasizes the abundant opportunities for growth even after the new grad program. Join us: https://bit.ly/3YJQMeP #UCLACareers #NursingCareerGrowth #NewGradNurses #NursingCareer","nurse,new grad nurse,nurses,nurse residency,nurse residency program,nurse residency programs",28,"Science & Technology","Health,Knowledge",PT1M12S,72,2d,hd,false,,en-US,,,"UCLA Santa Monica Medical Center",34.0274739,-118.4866355,250,5,,0,
47,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",n0MokiYRvZw,2025-02-18T22:11:22Z,"2025-02-18 22:11:22","Navigating New Grad Life: A Nurse's Journey at UCLA Health","Gianna S. shares her experiences as a new grad nurse working in the ICU at UCLA Health. She dives into the details of the year-long new grad residency program, highlighting how it helps new RNs develop critical thinking skills. With unit-based classes and a wealth of information and resources, the program equips nurses with the tools they need to succeed in their profession. Consider a nursing career at UCLA Health: https://bit.ly/3YJQMeP #UCLACareers #NewGradNurses #NewGradResidencyProgram #NurseCareerGrowth","nurse,new nurse,new grad nurse,nurse residency",28,"Science & Technology","Health,Knowledge",PT46S,46,2d,hd,false,,en-US,https://i.ytimg.com/vi/n0MokiYRvZw/maxresdefault.jpg,,,,,95,0,,0,
48,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",X1hX0W232hU,2025-02-18T22:04:59Z,"2025-02-18 22:04:59","From New Grad to Clinical Nurse Manager: Career Growth at UCLA Health","In this inspiring interview, Stephanie C., shares her remarkable 8-year career path at UCLA Health, evolving from a new grad nurse to a charge nurse and mentor, and now serving as a clinical nurse manager. She discusses the importance of the hospital’s Magnet designation, emphasizing how it creates numerous opportunities for career growth and professional development. Join our Magnet certified organization: https://bit.ly/3YJQMeP #UCLACareers #NursingCareerGrowth #ClinicalNurseManager #NewGradNurses","nurse,nurse manager,clinical ladder,magnet hospitals",28,"Science & Technology","Health,Knowledge",PT51S,51,2d,hd,false,,en-US,https://i.ytimg.com/vi/X1hX0W232hU/maxresdefault.jpg,,"Ronald Reagan UCLA Medical Center",34.066399,-118.446351,82,2,,0,
49,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",OayfKSAfOKc,2025-02-18T22:02:04Z,"2025-02-18 22:02:04","Advancing Your Nursing Career: Educational Opportunities for Nurses at UCLA Health","Andru C. discusses the valuable educational opportunities he has pursued as an RN at UCLA Health. He shares how he earned his ICU nursing certificate, how UCLA offers courses to help nurses get their CCRN, how nurses benefit from a fee waiver for the exam, as well as stock tuition reimbursement. He chose to work at this top-rated hospital because of our commitment to career growth and development. Take the next step in your nursing career when you join us: https://bit.ly/3YJQMeP #UCLACareers #ICUNursingCertification #NursingBenefits",,28,"Science & Technology","Health,Knowledge",PT53S,53,2d,hd,false,,en-US,https://i.ytimg.com/vi/OayfKSAfOKc/maxresdefault.jpg,,,,,44,1,,0,
50,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",A9LaTmH4dNE,2025-02-18T21:52:07Z,"2025-02-18 21:52:07","What Makes LA Special: Insights from Nurses on Working in Los Angeles","In this engaging interview, Andru C. and Christiana W., two nurses at UCLA Healtlh, share their love for working in Los Angeles. Andru highlights the vibrant culture and diversity found in the city’s food, neighborhoods, and art scene, while Christina emphasizes the unbeatable weather—75 and sunny—allowing her to ride her bike to work. UCLA: A passion for a better life! https://bit.ly/3YJQMeP #UCLACareers #SoCalLiving #WorkingInLA #CultureandDiversity","nurses,los angeles,nursing jobs,jobs in los angeles,nurse jobs,rn jobs,nurse",28,"Science & Technology","Health,Society",PT43S,43,2d,hd,false,,en-US,https://i.ytimg.com/vi/A9LaTmH4dNE/maxresdefault.jpg,,"UCLA Santa Monica Medical Center",34.0274739,-118.4866355,60,1,,0,
51,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",DO95humgF8I,2025-02-18T21:46:44Z,"2025-02-18 21:46:44","Why I Love Working in Los Angeles: A Nurse's Perspective on SoCal Life","Nurse Johanna G. shares her passion for working in Los Angeles and the many reasons she loves living in Southern California. From the beautiful weather and easy access to the beach to the diverse places perfect for day trips and weekend getaways, she highlights what makes this area so special. She also reflects on the laid-back attitude of the people, which contributes to a great work-life balance. Join us as she paints a picture of life in LA! https://bit.ly/3YJQMeP #UCLAHealth #LosAngelesLiving #SoCalLife","LA,los angeles,nurse,rn jobs in la,nurse jobs in los angeles,nurse jobs,rn jobs",28,"Science & Technology","Health,Society",PT40S,40,2d,hd,false,,en-US,,,,,,36,0,,0,
52,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",mDDzRU11z0I,2025-02-18T21:45:01Z,"2025-02-18 21:45:01","Nurse Benefits That Matter: Insights on Retirement and Financial Security","In this enlightening video, two nurses share their perspectives on the benefits provided by UCLA Health. Josephine ""May"" D., an RN at UCLA, discusses her favorite benefit: the retirement plan, which helps her feel financially secure. The second nurse, Christina W., emphasizes the importance of the pension plan, explaining how it alleviates stress and anxiety when planning for her future. Search for open RN roles at UCLA Health: https://bit.ly/3YJQMeP #UCLACareers #NurseBenefits #NursingRetirementPlan","benefits,job benefits,pension,pension plan,employers that offer a pension,pensions for nurses,nurse,nurses,rn,rns,nurse jobs,nursing jobs,rn jobs,nurse careers,careers for nurses,rn careers",28,"Science & Technology","Health,Society",PT41S,41,2d,hd,false,,en-US,https://i.ytimg.com/vi/mDDzRU11z0I/maxresdefault.jpg,,"UCLA Santa Monica Medical Center",34.0274739,-118.4866355,62,0,,0,
53,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",RQbO7wW5LEI,2025-02-18T21:45:00Z,"2025-02-18 21:45:00","The Benefits of Working at UCLA Health: A Nurse's Perspective","Shylo S., RN, shares the many benefits of working at UCLA Health. She highlights how the hospital truly takes care of its nurses, offering a robust pension plan and fostering a supportive environment with a team that feels like family. Join us as she reflects on the sense of community and excellence that makes UCLA stand out. Find a lifelong career at UCLA Health! https://bit.ly/3YJQMeP #UCLACareers #HealthcareCareers #NursingCommunity","nurse,nurses,rn,rns,penion,penion plan,nurse jobs,nurse careers,rn jobs,rn careers",28,"Science & Technology","Health,Society",PT54S,54,2d,hd,false,,en-US,https://i.ytimg.com/vi/RQbO7wW5LEI/maxresdefault.jpg,,"UCLA Santa Monica Medical Center",34.0274739,-118.4866355,936,13,,0,
54,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",A_wyhMzR_eg,2025-02-18T19:02:53Z,"2025-02-18 19:02:53","Melody R. Fulton, DO | Family Medicine | Santa Barbara Primary & Specialty Care | UCLA Health",,,28,"Science & Technology","Health,Knowledge",PT2M14S,134,2d,hd,false,,en-US,,,,,,216,1,,0,
