Hospital,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
Scripps Green Hospital,IMI,ACL Tear,3.0,154.0,1.9,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Sleep Apnea,0.0,17.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Chronic Migraines,0.0,3.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Shoulder Impingement,3.0,54.0,4.5,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Insomnia,4.0,16.0,36.9,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Bulimia,7.0,73.0,10.6,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Low Back Pain,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Open Unrupture,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Endo Unrupture,0.0,19.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,PSI,Postoperative Sepsis,9.0,2276.0,0.62,As Expected,32.89654,-117.241
Scripps Memorial Hospital – Encinitas,IMI,Mild Asthma,18.0,365.0,4.3,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Scoliosis,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Hypertension,3.0,183.0,2.4,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Chronic Knee Pain,2.0,216.0,0.8,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Osteoarthritis,11.0,525.0,1.6,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,ACL Tear,3.0,319.0,0.9,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Sleep Apnea,0.0,18.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Chronic Migraines,1.0,4.0,18.8,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Shoulder Impingement,5.0,213.0,2.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Insomnia,10.0,42.0,26.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Bulimia,16.0,259.0,6.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Low Back Pain,6.0,208.0,3.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Open Unrupture,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,PSI,Postoperative Sepsis,2.0,729.0,0.46,As Expected,33.0363,-117.284
UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,CABG,Early Stage Skin Cancer,,130.0,,As Expected,32.88,-117.22
Palomar Medical Center,IMI,Mild Asthma,28.0,270.0,10.4,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Scoliosis,,,,,33.12158,-117.119
Palomar Medical Center,IMI,Hypertension,7.0,143.0,4.6,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Chronic Knee Pain,3.0,122.0,2.2,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Osteoarthritis,11.0,312.0,4.2,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,ACL Tear,7.0,205.0,3.6,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Sleep Apnea,0.0,26.0,0.0,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Chronic Migraines,2.0,5.0,31.4,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Shoulder Impingement,12.0,190.0,6.5,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Insomnia,16.0,55.0,33.4,Worse,33.12158,-117.119
Palomar Medical Center,IMI,Bulimia,30.0,250.0,12.9,Worse,33.12158,-117.119
Palomar Medical Center,IMI,Low Back Pain,15.0,178.0,9.6,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.12158,-117.119
Palomar Medical Center,IMI,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected,33.12158,-117.119
Palomar Medical Center,PSI,Postoperative Sepsis,2.0,294.0,0.67,As Expected,33.12158,-117.119
Alvarado Hospital Medical Center,IMI,Mild Asthma,35.0,366.0,9.5,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Scoliosis,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Hypertension,0.0,65.0,0.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Chronic Knee Pain,0.0,42.0,0.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Osteoarthritis,6.0,259.0,2.7,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,ACL Tear,1.0,131.0,0.9,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Sleep Apnea,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Chronic Migraines,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Shoulder Impingement,4.0,85.0,9.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Insomnia,4.0,18.0,24.2,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Bulimia,8.0,103.0,12.5,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Low Back Pain,0.0,121.0,0.0,Better,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Endo Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,PSI,Postoperative Sepsis,0.0,268.0,0.0,As Expected,32.776641,-117.0573
Sharp Coronado Hospital and Healthcare Center,IMI,Mild Asthma,5.0,140.0,7.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Scoliosis,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Hypertension,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Chronic Knee Pain,0.0,31.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Osteoarthritis,3.0,111.0,4.1,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,ACL Tear,1.0,54.0,1.9,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Sleep Apnea,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Chronic Migraines,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Shoulder Impingement,1.0,48.0,3.1,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Insomnia,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Bulimia,1.0,50.0,4.3,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Low Back Pain,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Open Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Endo Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,PSI,Postoperative Sepsis,0.0,228.0,0.0,As Expected,32.69427,-117.168
Sharp Memorial Hospital,IMI,Mild Asthma,48.0,759.0,8.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Scoliosis,0.0,26.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Hypertension,21.0,327.0,6.3,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Chronic Knee Pain,1.0,305.0,0.3,Better,32.80016,-117.155
Sharp Memorial Hospital,IMI,Osteoarthritis,34.0,781.0,4.4,Worse,32.80016,-117.155
Sharp Memorial Hospital,IMI,ACL Tear,12.0,445.0,2.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Sleep Apnea,0.0,19.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Chronic Migraines,1.0,5.0,16.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Shoulder Impingement,22.0,436.0,5.8,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Insomnia,14.0,90.0,19.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Bulimia,37.0,531.0,9.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Low Back Pain,32.0,378.0,8.8,Worse,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Open Unrupture,,,,,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Endo Unrupture,1.0,14.0,1.9,As Expected,32.80016,-117.155
Sharp Memorial Hospital,PSI,Postoperative Sepsis,14.0,2518.0,0.54,As Expected,32.80016,-117.1553
Sharp Memorial Hospital,CABG,Early Stage Skin Cancer,2.0,94.0,2.405052,As Expected,32.80016,-117.15531
Grossmont Hospital,IMI,Mild Asthma,63.0,830.0,9.4,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Scoliosis,1.0,5.0,14.6,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Hypertension,16.0,357.0,5.3,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Chronic Knee Pain,2.0,140.0,1.6,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Osteoarthritis,12.0,966.0,2.4,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,ACL Tear,12.0,450.0,2.6,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Sleep Apnea,1.0,45.0,2.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Chronic Migraines,12.0,55.0,20.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Shoulder Impingement,37.0,648.0,6.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Insomnia,34.0,125.0,23.5,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Bulimia,83.0,828.0,10.4,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Low Back Pain,25.0,372.0,8.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Open Unrupture,,,,,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,PSI,Postoperative Sepsis,9.0,1134.0,0.84,As Expected,32.77963,-117.0092
Grossmont Hospital,CABG,Early Stage Skin Cancer,9.0,83.0,8.968905,Worse,32.77963,-117.00924
Kaiser Foundation Hospital – San Diego – Zion,IMI,Mild Asthma,42.0,611.0,7.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Scoliosis,0.0,20.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Hypertension,,,,,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Chronic Knee Pain,5.0,435.0,1.1,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Osteoarthritis,34.0,1018.0,3.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,ACL Tear,5.0,374.0,1.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Sleep Apnea,0.0,47.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Chronic Migraines,4.0,24.0,27.2,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Shoulder Impingement,20.0,320.0,5.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Insomnia,6.0,95.0,10.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Bulimia,30.0,439.0,8.1,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Low Back Pain,7.0,123.0,3.9,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Open Unrupture,,,,,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Endo Unrupture,0.0,36.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,PSI,Postoperative Sepsis,13.0,2143.0,0.55,As Expected,32.79287,-117.0944
Scripps Mercy Hospital,IMI,Mild Asthma,78.0,922.0,7.1,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Scoliosis,0.0,11.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Hypertension,9.0,235.0,2.8,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Chronic Knee Pain,10.0,266.0,2.7,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Osteoarthritis,27.0,1134.0,2.0,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,ACL Tear,11.0,600.0,1.6,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,Sleep Apnea,0.0,36.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Chronic Migraines,10.0,35.0,22.2,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Shoulder Impingement,28.0,501.0,4.3,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Insomnia,26.0,114.0,21.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Bulimia,64.0,650.0,8.2,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Low Back Pain,13.0,360.0,3.2,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Open Unrupture,,,,,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,PSI,Postoperative Sepsis,18.0,2505.0,1.22,Worse,32.75128,-117.1609
Scripps Mercy Hospital,CABG,Early Stage Skin Cancer,1.0,79.0,1.794347,As Expected,32.75128,-117.1609
Paradise Valley Hospital,IMI,Mild Asthma,19.0,186.0,8.6,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Scoliosis,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Hypertension,3.0,99.0,3.5,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Chronic Knee Pain,0.0,14.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Osteoarthritis,1.0,247.0,0.9,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,ACL Tear,1.0,92.0,0.9,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Sleep Apnea,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Chronic Migraines,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Shoulder Impingement,2.0,71.0,4.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Insomnia,5.0,24.0,26.6,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Bulimia,7.0,95.0,9.7,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Low Back Pain,4.0,85.0,5.8,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Open Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Endo Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,PSI,Postoperative Sepsis,0.0,85.0,0.0,As Expected,32.686329,-117.083
Scripps Memorial Hospital – La Jolla,IMI,Mild Asthma,54.0,553.0,8.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Scoliosis,1.0,3.0,3.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Hypertension,32.0,871.0,4.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Chronic Knee Pain,5.0,242.0,2.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Osteoarthritis,42.0,930.0,3.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,ACL Tear,6.0,429.0,1.3,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Sleep Apnea,0.0,22.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Chronic Migraines,5.0,50.0,16.6,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Shoulder Impingement,42.0,435.0,5.8,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Insomnia,23.0,102.0,20.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Bulimia,70.0,587.0,9.1,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Low Back Pain,33.0,771.0,4.4,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Open Unrupture,,,,,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,PSI,Postoperative Sepsis,7.0,2400.0,0.36,As Expected,32.88506,-117.2227
Scripps Memorial Hospital – La Jolla,CABG,Early Stage Skin Cancer,3.0,349.0,0.9721947,As Expected,32.88506,-117.22279
Tri-City Medical Center,IMI,Mild Asthma,46.0,508.0,10.4,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Scoliosis,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,Hypertension,5.0,179.0,3.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Chronic Knee Pain,2.0,105.0,1.9,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Osteoarthritis,13.0,369.0,3.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,ACL Tear,6.0,222.0,2.4,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Sleep Apnea,1.0,34.0,2.9,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Chronic Migraines,3.0,9.0,35.4,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Shoulder Impingement,20.0,287.0,8.1,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Insomnia,12.0,45.0,25.4,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Bulimia,35.0,341.0,12.6,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Low Back Pain,15.0,273.0,6.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,PSI,Postoperative Sepsis,5.0,603.0,0.95,As Expected,33.18394,-117.2902
Tri-City Medical Center,CABG,Early Stage Skin Cancer,2.0,33.0,4.957829,As Expected,33.18394,-117.29027
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Mild Asthma,38.0,882.0,4.3,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Scoliosis,2.0,92.0,2.4,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Hypertension,4.0,354.0,1.3,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Chronic Knee Pain,6.0,205.0,2.4,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Osteoarthritis,19.0,1056.0,1.7,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,ACL Tear,7.0,578.0,1.1,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Sleep Apnea,0.0,25.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Chronic Migraines,4.0,43.0,8.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Shoulder Impingement,9.0,403.0,1.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Insomnia,10.0,118.0,7.3,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Bulimia,23.0,564.0,3.3,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Low Back Pain,16.0,401.0,4.3,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Open Unrupture,0.0,6.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Endo Unrupture,0.0,44.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,PSI,Postoperative Sepsis,27.0,5108.0,0.39,As Expected,32.75387,-117.1649
Sharp Chula Vista Medical Center,IMI,Mild Asthma,43.0,587.0,8.9,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Scoliosis,0.0,4.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Hypertension,8.0,281.0,3.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Chronic Knee Pain,1.0,93.0,1.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Osteoarthritis,15.0,747.0,2.8,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,ACL Tear,8.0,363.0,2.2,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Sleep Apnea,0.0,18.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Chronic Migraines,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Shoulder Impingement,20.0,343.0,6.5,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Insomnia,20.0,87.0,21.4,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Bulimia,40.0,431.0,10.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Low Back Pain,12.0,319.0,5.5,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Endo Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,PSI,Postoperative Sepsis,5.0,515.0,0.98,As Expected,32.61909,-117.0248
Sharp Chula Vista Medical Center,CABG,Early Stage Skin Cancer,4.0,149.0,2.477743,As Expected,32.61909,-117.02488
Palomar Medical Center Poway,IMI,Mild Asthma,32.0,304.0,10.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Scoliosis,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Hypertension,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Chronic Knee Pain,2.0,55.0,5.4,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Osteoarthritis,5.0,160.0,2.5,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,ACL Tear,7.0,153.0,4.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Sleep Apnea,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Chronic Migraines,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Shoulder Impingement,10.0,81.0,11.1,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Insomnia,5.0,5.0,68.6,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Bulimia,16.0,87.0,21.0,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Low Back Pain,2.0,12.0,8.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Open Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Endo Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,PSI,Postoperative Sepsis,0.0,188.0,0.0,As Expected,32.99563,-117.0578
Scripps Green Hospital,IMI,Mild Asthma,4.0,192.0,2.0,Better,32.89654,-117.241
Scripps Green Hospital,IMI,Scoliosis,0.0,27.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Hypertension,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Chronic Knee Pain,0.0,56.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Osteoarthritis,2.0,86.0,1.6,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,ACL Tear,5.0,156.0,3.3,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Sleep Apnea,0.0,19.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Chronic Migraines,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Shoulder Impingement,0.0,74.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Insomnia,1.0,14.0,8.1,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Bulimia,1.0,88.0,1.6,Better,32.89654,-117.241
Scripps Green Hospital,IMI,Low Back Pain,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Open Unrupture,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Endo Unrupture,0.0,19.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,PSI,Postoperative Sepsis,9.0,2253.0,0.53,As Expected,32.89654,-117.2419
Scripps Memorial Hospital – Encinitas,IMI,Mild Asthma,25.0,566.0,3.9,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Scoliosis,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Hypertension,5.0,224.0,3.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Chronic Knee Pain,1.0,223.0,0.3,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Osteoarthritis,13.0,554.0,1.8,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,ACL Tear,2.0,333.0,0.6,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Sleep Apnea,0.0,12.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Chronic Migraines,0.0,5.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Shoulder Impingement,4.0,206.0,2.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Insomnia,8.0,51.0,15.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Bulimia,12.0,262.0,4.9,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Low Back Pain,8.0,187.0,5.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Open Unrupture,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Endo Unrupture,0.0,9.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,PSI,Postoperative Sepsis,7.0,720.0,1.59,Worse,33.0363,-117.2849
UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,CABG,Early Stage Skin Cancer,2.0,153.0,1.307225,As Expected,32.87799,-117.22331
Palomar Medical Center,IMI,Mild Asthma,68.0,778.0,10.2,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Scoliosis,,,,,33.12158,-117.119
Palomar Medical Center,IMI,Hypertension,14.0,362.0,5.6,As Expected,33.12158,-117.119
