Hospital,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
Sharp Chula Vista Medical Center,IMI,Acute Stroke Hemorrhagic,20.0,72.0,22.6,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke,48.0,406.0,12.2,Worse,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AMI,23.0,350.0,7.4,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Endo Unrupture,0.0,11.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,PSI,Postoperative Sepsis,3.0,460.0,0.62,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,CABG,Isolated CABG Operative Mor,,82.0,,As Expected,32.62,-117.02
Palomar Medical Center Poway,IMI,Pneumonia,18.0,173.0,8.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Pancreatic Resection,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,PCI,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Hip Fracture,1.0,72.0,1.8,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Heart Failure,11.0,151.0,5.7,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,GI Hemorrhage,3.0,123.0,1.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Carotid Endarterectomy,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Subarachnoid,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Ischemic,2.0,59.0,4.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Hemorrhagic,3.0,4.0,20.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke,5.0,64.0,7.6,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,AMI,3.0,6.0,25.2,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Open Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Endo Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,PSI,Postoperative Sepsis,1.0,184.0,0.86,As Expected,32.99563,-117.057
Scripps Green Hospital,IMI,Pneumonia,8.0,135.0,5.8,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Pancreatic Resection,0.0,16.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,PCI,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Hip Fracture,1.0,57.0,2.1,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Heart Failure,2.0,73.0,1.8,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,GI Hemorrhage,3.0,154.0,1.9,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Carotid Endarterectomy,0.0,17.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Ischemic,3.0,54.0,4.5,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Hemorrhagic,4.0,16.0,36.9,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke,7.0,73.0,10.6,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,AMI,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Open Unrupture,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Endo Unrupture,0.0,19.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,PSI,Postoperative Sepsis,9.0,2276.0,0.62,As Expected,32.89654,-117.241
Scripps Memorial Hospital – Encinitas,IMI,Pneumonia,18.0,365.0,4.3,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Pancreatic Resection,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,PCI,3.0,183.0,2.4,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Hip Fracture,2.0,216.0,0.8,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Heart Failure,11.0,525.0,1.6,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,GI Hemorrhage,3.0,319.0,0.9,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Carotid Endarterectomy,0.0,18.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Subarachnoid,1.0,4.0,18.8,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Ischemic,5.0,213.0,2.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Hemorrhagic,10.0,42.0,26.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke,16.0,259.0,6.6,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AMI,6.0,208.0,3.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Open Unrupture,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,PSI,Postoperative Sepsis,2.0,729.0,0.46,As Expected,33.0363,-117.284
UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,CABG,Isolated CABG Operative Mor,,130.0,,As Expected,32.88,-117.22
Palomar Medical Center,IMI,Pneumonia,28.0,270.0,10.4,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Pancreatic Resection,,,,,33.12158,-117.119
Palomar Medical Center,IMI,PCI,7.0,143.0,4.6,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Hip Fracture,3.0,122.0,2.2,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Heart Failure,11.0,312.0,4.2,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,GI Hemorrhage,7.0,205.0,3.6,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Carotid Endarterectomy,0.0,26.0,0.0,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Acute Stroke Subarachnoid,2.0,5.0,31.4,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Acute Stroke Ischemic,12.0,190.0,6.5,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,Acute Stroke Hemorrhagic,16.0,55.0,33.4,Worse,33.12158,-117.119
Palomar Medical Center,IMI,Acute Stroke,30.0,250.0,12.9,Worse,33.12158,-117.119
Palomar Medical Center,IMI,AMI,15.0,178.0,9.6,As Expected,33.12158,-117.119
Palomar Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.12158,-117.119
Palomar Medical Center,IMI,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected,33.12158,-117.119
Palomar Medical Center,PSI,Postoperative Sepsis,2.0,294.0,0.67,As Expected,33.12158,-117.119
Alvarado Hospital Medical Center,IMI,Pneumonia,35.0,366.0,9.5,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Pancreatic Resection,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,PCI,0.0,65.0,0.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Hip Fracture,0.0,42.0,0.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Heart Failure,6.0,259.0,2.7,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,GI Hemorrhage,1.0,131.0,0.9,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Carotid Endarterectomy,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Subarachnoid,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Ischemic,4.0,85.0,9.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Hemorrhagic,4.0,18.0,24.2,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke,8.0,103.0,12.5,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AMI,0.0,121.0,0.0,Better,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Endo Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,PSI,Postoperative Sepsis,0.0,268.0,0.0,As Expected,32.776641,-117.0573
Sharp Coronado Hospital and Healthcare Center,IMI,Pneumonia,5.0,140.0,7.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Pancreatic Resection,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,PCI,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Hip Fracture,0.0,31.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Heart Failure,3.0,111.0,4.1,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,GI Hemorrhage,1.0,54.0,1.9,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Carotid Endarterectomy,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Subarachnoid,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Ischemic,1.0,48.0,3.1,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Hemorrhagic,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke,1.0,50.0,4.3,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AMI,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Open Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Endo Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,PSI,Postoperative Sepsis,0.0,228.0,0.0,As Expected,32.69427,-117.168
Sharp Memorial Hospital,IMI,Pneumonia,48.0,759.0,8.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Pancreatic Resection,0.0,26.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,PCI,21.0,327.0,6.3,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Hip Fracture,1.0,305.0,0.3,Better,32.80016,-117.155
Sharp Memorial Hospital,IMI,Heart Failure,34.0,781.0,4.4,Worse,32.80016,-117.155
Sharp Memorial Hospital,IMI,GI Hemorrhage,12.0,445.0,2.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Carotid Endarterectomy,0.0,19.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Subarachnoid,1.0,5.0,16.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Ischemic,22.0,436.0,5.8,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Hemorrhagic,14.0,90.0,19.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke,37.0,531.0,9.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,AMI,32.0,378.0,8.8,Worse,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Open Unrupture,,,,,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Endo Unrupture,1.0,14.0,1.9,As Expected,32.80016,-117.155
Sharp Memorial Hospital,PSI,Postoperative Sepsis,14.0,2518.0,0.54,As Expected,32.80016,-117.1553
Sharp Memorial Hospital,CABG,Isolated CABG Operative Mor,2.0,94.0,2.405052,As Expected,32.80016,-117.15531
Grossmont Hospital,IMI,Pneumonia,63.0,830.0,9.4,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Pancreatic Resection,1.0,5.0,14.6,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,PCI,16.0,357.0,5.3,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Hip Fracture,2.0,140.0,1.6,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Heart Failure,12.0,966.0,2.4,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,GI Hemorrhage,12.0,450.0,2.6,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Carotid Endarterectomy,1.0,45.0,2.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke Subarachnoid,12.0,55.0,20.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke Ischemic,37.0,648.0,6.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke Hemorrhagic,34.0,125.0,23.5,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke,83.0,828.0,10.4,Worse,32.77963,-117.009
Grossmont Hospital,IMI,AMI,25.0,372.0,8.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Open Unrupture,,,,,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,PSI,Postoperative Sepsis,9.0,1134.0,0.84,As Expected,32.77963,-117.0092
Grossmont Hospital,CABG,Isolated CABG Operative Mor,9.0,83.0,8.968905,Worse,32.77963,-117.00924
Kaiser Foundation Hospital – San Diego – Zion,IMI,Pneumonia,42.0,611.0,7.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Pancreatic Resection,0.0,20.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,PCI,,,,,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Hip Fracture,5.0,435.0,1.1,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Heart Failure,34.0,1018.0,3.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,GI Hemorrhage,5.0,374.0,1.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Carotid Endarterectomy,0.0,47.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Subarachnoid,4.0,24.0,27.2,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Ischemic,20.0,320.0,5.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Hemorrhagic,6.0,95.0,10.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke,30.0,439.0,8.1,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AMI,7.0,123.0,3.9,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Open Unrupture,,,,,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Endo Unrupture,0.0,36.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,PSI,Postoperative Sepsis,13.0,2143.0,0.55,As Expected,32.79287,-117.0944
Scripps Mercy Hospital,IMI,Pneumonia,78.0,922.0,7.1,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Pancreatic Resection,0.0,11.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,PCI,9.0,235.0,2.8,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Hip Fracture,10.0,266.0,2.7,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Heart Failure,27.0,1134.0,2.0,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,GI Hemorrhage,11.0,600.0,1.6,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,Carotid Endarterectomy,0.0,36.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Subarachnoid,10.0,35.0,22.2,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Ischemic,28.0,501.0,4.3,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Hemorrhagic,26.0,114.0,21.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke,64.0,650.0,8.2,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,AMI,13.0,360.0,3.2,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Open Unrupture,,,,,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Endo Unrupture,0.0,10.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,PSI,Postoperative Sepsis,18.0,2505.0,1.22,Worse,32.75128,-117.1609
Scripps Mercy Hospital,CABG,Isolated CABG Operative Mor,1.0,79.0,1.794347,As Expected,32.75128,-117.1609
Paradise Valley Hospital,IMI,Pneumonia,19.0,186.0,8.6,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Pancreatic Resection,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,PCI,3.0,99.0,3.5,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Hip Fracture,0.0,14.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Heart Failure,1.0,247.0,0.9,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,GI Hemorrhage,1.0,92.0,0.9,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Carotid Endarterectomy,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Subarachnoid,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Ischemic,2.0,71.0,4.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Hemorrhagic,5.0,24.0,26.6,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke,7.0,95.0,9.7,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AMI,4.0,85.0,5.8,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Open Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Endo Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,PSI,Postoperative Sepsis,0.0,85.0,0.0,As Expected,32.686329,-117.083
Scripps Memorial Hospital – La Jolla,IMI,Pneumonia,54.0,553.0,8.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Pancreatic Resection,1.0,3.0,3.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,PCI,32.0,871.0,4.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Hip Fracture,5.0,242.0,2.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Heart Failure,42.0,930.0,3.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,GI Hemorrhage,6.0,429.0,1.3,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Carotid Endarterectomy,0.0,22.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Subarachnoid,5.0,50.0,16.6,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Ischemic,42.0,435.0,5.8,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Hemorrhagic,23.0,102.0,20.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke,70.0,587.0,9.1,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AMI,33.0,771.0,4.4,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Open Unrupture,,,,,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,PSI,Postoperative Sepsis,7.0,2400.0,0.36,As Expected,32.88506,-117.2227
Scripps Memorial Hospital – La Jolla,CABG,Isolated CABG Operative Mor,3.0,349.0,0.9721947,As Expected,32.88506,-117.22279
Tri-City Medical Center,IMI,Pneumonia,46.0,508.0,10.4,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Pancreatic Resection,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,PCI,5.0,179.0,3.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Hip Fracture,2.0,105.0,1.9,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Heart Failure,13.0,369.0,3.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,GI Hemorrhage,6.0,222.0,2.4,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Carotid Endarterectomy,1.0,34.0,2.9,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Subarachnoid,3.0,9.0,35.4,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Ischemic,20.0,287.0,8.1,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Hemorrhagic,12.0,45.0,25.4,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke,35.0,341.0,12.6,Worse,33.18394,-117.29
Tri-City Medical Center,IMI,AMI,15.0,273.0,6.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,PSI,Postoperative Sepsis,5.0,603.0,0.95,As Expected,33.18394,-117.2902
Tri-City Medical Center,CABG,Isolated CABG Operative Mor,2.0,33.0,4.957829,As Expected,33.18394,-117.29027
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Pneumonia,38.0,882.0,4.3,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Pancreatic Resection,2.0,92.0,2.4,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,PCI,4.0,354.0,1.3,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Hip Fracture,6.0,205.0,2.4,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Heart Failure,19.0,1056.0,1.7,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,GI Hemorrhage,7.0,578.0,1.1,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Carotid Endarterectomy,0.0,25.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Subarachnoid,4.0,43.0,8.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Ischemic,9.0,403.0,1.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Hemorrhagic,10.0,118.0,7.3,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke,23.0,564.0,3.3,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AMI,16.0,401.0,4.3,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Open Unrupture,0.0,6.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Endo Unrupture,0.0,44.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,PSI,Postoperative Sepsis,27.0,5108.0,0.39,As Expected,32.75387,-117.1649
Sharp Chula Vista Medical Center,IMI,Pneumonia,43.0,587.0,8.9,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Pancreatic Resection,0.0,4.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,PCI,8.0,281.0,3.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Hip Fracture,1.0,93.0,1.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Heart Failure,15.0,747.0,2.8,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,GI Hemorrhage,8.0,363.0,2.2,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Carotid Endarterectomy,0.0,18.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Subarachnoid,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Ischemic,20.0,343.0,6.5,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Hemorrhagic,20.0,87.0,21.4,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke,40.0,431.0,10.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AMI,12.0,319.0,5.5,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Endo Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,PSI,Postoperative Sepsis,5.0,515.0,0.98,As Expected,32.61909,-117.0248
Sharp Chula Vista Medical Center,CABG,Isolated CABG Operative Mor,4.0,149.0,2.477743,As Expected,32.61909,-117.02488
Palomar Medical Center Poway,IMI,Pneumonia,32.0,304.0,10.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Pancreatic Resection,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,PCI,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Hip Fracture,2.0,55.0,5.4,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Heart Failure,5.0,160.0,2.5,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,GI Hemorrhage,7.0,153.0,4.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Carotid Endarterectomy,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Subarachnoid,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Ischemic,10.0,81.0,11.1,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Hemorrhagic,5.0,5.0,68.6,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke,16.0,87.0,21.0,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,AMI,2.0,12.0,8.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Open Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Endo Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,PSI,Postoperative Sepsis,0.0,188.0,0.0,As Expected,32.99563,-117.0578
Scripps Green Hospital,IMI,Pneumonia,4.0,192.0,2.0,Better,32.89654,-117.241
Scripps Green Hospital,IMI,Pancreatic Resection,0.0,27.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,PCI,,,,,32.89654,-117.241
